timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,118.25586377679808,1.0,4.4955606,87.0,5.8992877,-2.0,-0.034406215,2.0,1.0380836,-0.02247995,0.19261019,0.19447881,-0.0018686097,2.302167,0.021642619311875694,0.01997780244173141
16384,619.3758383178807,1.0,4.637216,88.0,6.0326695,-2.0,-0.015625,2.0,1.0305202,-0.012146347,0.1423099,0.1444117,-0.0021017855,2.300737,0.01903409090909091,0.01619318181818182
24576,616.8053038335872,1.0,4.646903,100.0,6.007853,-2.0,-0.01022921,2.0,1.030088,-0.009370586,0.13121201,0.1358499,-0.004637894,2.2987463,0.018942981625307824,0.01610153438151165
32768,602.7359044986807,1.0,4.576487,100.0,5.7956386,-2.0,-0.008117565,2.0,1.0313171,-0.008182108,0.12292576,0.13758248,-0.014656719,2.2941294,0.01847445766270119,0.016655003498950313
40960,602.286162603182,1.0,4.604492,100.0,5.7761016,-2.0,0.020263672,2.0,1.0303403,0.014786377,0.09680047,0.11961199,-0.02281152,2.2839527,0.0169677734375,0.0179443359375
49152,603.524984561341,1.0,4.645874,100.0,5.8625374,-2.0,0.057739258,2.0,1.0311134,0.046066422,0.08725777,0.113629684,-0.026371915,2.260113,0.0169677734375,0.01904296875
57344,613.1608550346966,1.0,4.6553955,100.0,6.076962,-2.0,0.10827637,2.0,1.0296483,0.090081125,0.07790529,0.10564092,-0.02773563,2.2223845,0.0155029296875,0.02197265625
65536,609.7838102585372,1.0,4.743286,100.0,6.648443,-2.0,0.17895508,2.0,1.0193232,0.15347502,0.070169516,0.09624815,-0.026078627,2.1763191,0.0128173828125,0.02490234375
73728,599.9710797768377,1.0,4.8791504,100.0,7.035592,-2.0,0.26818848,2.0,0.9991323,0.23140803,0.060876284,0.08502491,-0.02414862,2.103537,0.0107421875,0.027099609375
81920,598.2419451967553,1.0,4.991455,100.0,7.6363053,-2.0,0.36572266,2.0,0.96725523,0.31377935,0.04884305,0.07182132,-0.02297827,2.022867,0.00830078125,0.0291748046875
90112,597.9618216568767,1.0,5.0407715,100.0,8.163209,-2.0,0.4744873,2.0,0.9239031,0.41094172,0.04766185,0.07041612,-0.02275427,1.9571558,0.005126953125,0.03466796875
98304,589.6762244082474,1.0,5.114868,100.0,8.724663,-2.0,0.5690918,2.0,0.871708,0.49150652,0.038552932,0.057371352,-0.01881842,1.8952053,0.00341796875,0.03857421875
106496,599.1466866988249,1.0,5.124634,100.0,9.11646,-2.0,0.66137695,2.0,0.80636656,0.57074535,0.036217496,0.05347538,-0.01725788,1.8163855,0.0013427734375,0.0419921875
114688,613.4419101883855,1.0,5.210449,100.0,10.000531,-2.0,0.72924805,2.0,0.7499571,0.6340486,0.033649426,0.0458304,-0.012180971,1.762444,0.000732421875,0.0445556640625
122880,595.6473237566521,1.0,5.3359375,100.0,11.045094,-2.0,0.7825928,2.0,0.70084685,0.68508714,0.025818773,0.035214007,-0.009395232,1.7439845,0.00048828125,0.04833984375
131072,593.3019459018815,1.0,5.5577393,100.0,12.395918,-2.0,0.8156738,2.0,0.66085327,0.72008574,0.024373546,0.030396305,-0.006022759,1.6726938,0.0003662109375,0.04833984375
139264,596.1624848019484,1.0,5.6696777,100.0,13.3485985,-2.0,0.861084,2.0,0.60251683,0.76365715,0.024091657,0.028198384,-0.004106725,1.6037122,0.0001220703125,0.0498046875
147456,604.8296999414547,1.0,5.782837,100.0,14.072768,-2.0,0.8930664,2.0,0.56014323,0.7939039,0.026989887,0.026563317,0.0004265688,1.5465958,0.0001220703125,0.05126953125
155648,605.286534063631,1.0,5.994751,100.0,15.181256,-2.0,0.91516113,2.0,0.5194034,0.81726325,0.022220137,0.01893137,0.0032887636,1.5905344,0.0001220703125,0.0506591796875
163840,608.6085099846564,1.0,6.1967773,100.0,15.9408045,-2.0,0.935791,2.0,0.47627112,0.8337444,0.026440134,0.01859717,0.007842963,1.5400177,0.0001220703125,0.04931640625
172032,604.3792955033223,1.0,6.474243,100.0,16.913458,-2.0,0.9451904,2.0,0.45398495,0.8443293,0.025205355,0.017130667,0.008074687,1.5329521,0.0001220703125,0.049560546875
180224,605.5071536033906,1.0,6.543579,100.0,17.398466,-1.0,0.95654297,2.0,0.4256958,0.85591996,0.023045188,0.016658986,0.006386203,1.4987012,0.0211181640625,0.0487060546875
