timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,69.99060765744022,1.0,16.594017,100.0,28.40996,-1.0,-0.02991453,1.0,0.93550706,0.008354707,0.22268184,0.22321692,-0.0005350811,2.302218,0.452991452991453,0.4230769230769231
16384,670.8626038519717,1.0,17.107906,100.0,28.960371,-1.0,-0.023504274,1.0,0.9334036,0.012704065,0.09803198,0.09791679,0.000115190516,2.3023396,0.44764957264957267,0.42414529914529914
24576,679.4626589613116,1.0,17.308136,100.0,29.106468,-1.0,-0.046076313,1.0,0.93065965,-0.0015181431,0.029452078,0.030143593,-0.00069151167,2.3024416,0.45716342692584594,0.4110871130309575
32768,665.229707309478,1.0,18.246319,100.0,30.024128,-1.0,-0.029445074,1.0,0.9278834,-0.0017035075,0.019922178,0.019891724,3.0453812e-05,2.30254,0.4456398640996603,0.4161947904869762
40960,678.5831669646451,1.0,17.702454,100.0,29.598312,-1.0,-0.01884312,1.0,0.92964375,-0.0013312855,0.025187228,0.028956685,-0.003769458,2.3023481,0.44171779141104295,0.422874671340929
49152,667.0538242374338,1.0,17.977795,100.0,29.923393,-1.0,-0.012953368,1.0,0.9283245,-0.0022490001,0.01935357,0.025011705,-0.005658135,2.3013349,0.4374537379718727,0.42450037009622504
57344,676.0017068582844,1.0,17.866793,100.0,29.820765,-1.0,-0.012252592,1.0,0.9282325,-0.0031373878,0.020122558,0.030589199,-0.01046664,2.2977226,0.4370091109016651,0.4247565190072259
65536,669.9159730240955,1.0,18.081224,100.0,30.087145,-1.0,-0.0008344923,1.0,0.92695653,0.0008466211,0.014728032,0.02502142,-0.010293389,2.29288,0.4300417246175243,0.42920723226703755
73728,678.1399042879946,1.0,18.17882,100.0,30.271534,-1.0,0.015376984,1.0,0.9264958,0.0055070953,0.016909769,0.027460158,-0.010550389,2.2821412,0.42162698412698413,0.43700396825396826
81920,669.0410998231525,1.0,18.1863,100.0,30.33684,-1.0,0.038821954,1.0,0.92528147,0.014171535,0.014848154,0.026680272,-0.011832118,2.2696834,0.40941543953592147,0.44823739402052654
