timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,123.257351155248,1.0,4.6796784,100.0,6.3081627,-2.0,-0.03272101,2.0,1.0391684,-0.013386068,0.17073464,0.17199787,-0.0012632192,2.3023067,0.023536165327210104,0.017795637198622274
16384,612.7169509845354,1.0,4.7393074,100.0,6.22174,-2.0,-0.041897003,2.0,1.0316446,-0.02332333,0.14152773,0.14254518,-0.0010174448,2.3012323,0.021821355833575792,0.015420424789060227
24576,605.4815559239341,1.0,4.8111243,100.0,6.4301624,-2.0,-0.02672956,2.0,1.0325257,-0.013925781,0.1243567,0.12725843,-0.0029017255,2.300699,0.020636792452830188,0.015919811320754717
32768,596.4319586854893,1.0,4.797416,100.0,6.3633666,-2.0,-0.017322373,2.0,1.0322143,-0.010458672,0.11348643,0.12549855,-0.01201211,2.298739,0.01996476805637111,0.016294773928361716
40960,589.5594129933913,1.0,4.797241,100.0,6.369236,-2.0,0.0076904297,2.0,1.0318722,0.008439641,0.09889016,0.11932549,-0.02043533,2.2908425,0.0186767578125,0.0172119140625
49152,598.2342165729864,1.0,4.7703857,100.0,6.251768,-2.0,0.056274414,2.0,1.0306022,0.044978675,0.09117843,0.116559446,-0.025381003,2.2721457,0.0169677734375,0.01953125
57344,600.7563252420899,1.0,4.7841797,100.0,6.233263,-2.0,0.10803223,2.0,1.0275378,0.08673598,0.07492083,0.102935776,-0.02801494,2.239429,0.014892578125,0.021728515625
65536,603.5555801632605,1.0,4.7647705,100.0,6.1547203,-2.0,0.1776123,2.0,1.0166204,0.14606343,0.06843081,0.09456735,-0.026136544,2.1896653,0.012451171875,0.023681640625
73728,590.6337252121677,1.0,4.7978516,100.0,6.3438196,-2.0,0.26953125,2.0,0.9979762,0.2264328,0.06251307,0.088827625,-0.026314547,2.1265497,0.010009765625,0.02685546875
81920,588.2099499586333,1.0,4.9053955,100.0,6.811189,-2.0,0.36108398,2.0,0.97025543,0.3071245,0.052673746,0.07646136,-0.023787607,2.054946,0.0074462890625,0.03076171875
90112,592.3128577585697,1.0,5.0040283,100.0,7.789974,-2.0,0.45947266,2.0,0.92955905,0.39680177,0.046706848,0.06952679,-0.022819946,1.9655174,0.005126953125,0.0338134765625
98304,605.2210394331283,1.0,5.0908203,100.0,8.637265,-2.0,0.5571289,2.0,0.87954056,0.48548806,0.039387453,0.054632958,-0.015245499,1.893322,0.0030517578125,0.038818359375
106496,606.5782494106693,1.0,5.2731934,100.0,10.032397,-2.0,0.6359863,2.0,0.82580096,0.5571508,0.02821884,0.042615667,-0.014396828,1.8199105,0.002197265625,0.040771484375
114688,610.3172856617668,1.0,5.5720215,100.0,11.448762,-2.0,0.6882324,2.0,0.7854377,0.60597396,0.024543438,0.03450391,-0.009960471,1.760312,0.0013427734375,0.0430908203125
122880,607.1570859517624,1.0,5.782593,100.0,12.589008,-2.0,0.75476074,2.0,0.72419095,0.66534036,0.025280448,0.03384392,-0.008563466,1.7292826,0.0003662109375,0.0452880859375
131072,597.055786512911,1.0,6.0321045,100.0,13.633262,-2.0,0.8001709,2.0,0.6747649,0.70708454,0.023254864,0.028357437,-0.005102573,1.6912867,0.0001220703125,0.0457763671875
139264,591.4229722342701,1.0,6.4171143,100.0,14.816973,-1.0,0.8277588,2.0,0.63890463,0.73251545,0.02399779,0.022345148,0.0016526397,1.636621,0.0867919921875,0.0460205078125
147456,592.3107339554712,1.0,6.7593994,100.0,15.918751,-1.0,0.86083984,2.0,0.5928609,0.76033765,0.02224767,0.020927558,0.0013201131,1.6453233,0.06884765625,0.0469970703125
155648,590.7712670119909,1.0,6.9488525,100.0,16.89402,-1.0,0.890625,2.0,0.5450864,0.7888029,0.021699324,0.02051315,0.0011861743,1.5694976,0.0531005859375,0.0467529296875
163840,588.6689709109138,1.0,7.1225586,100.0,17.470583,-1.0,0.9154053,2.0,0.5125829,0.8101816,0.021486772,0.018571211,0.0029155607,1.5526131,0.042236328125,0.0504150390625
172032,590.0184055548149,1.0,7.3372803,100.0,18.199486,-1.0,0.92785645,2.0,0.48893556,0.8216282,0.023105767,0.014942654,0.008163115,1.4975833,0.035400390625,0.0506591796875
180224,587.3338970938391,1.0,7.5477295,100.0,18.94824,-1.0,0.9373779,2.0,0.4693843,0.83179057,0.024111198,0.016366698,0.0077445,1.5035903,0.0294189453125,0.0513916015625
188416,606.8384461362932,1.0,7.7906494,100.0,19.694582,-1.0,0.94799805,2.0,0.45202547,0.84268135,0.022737976,0.015029907,0.0077080703,1.4590299,0.02392578125,0.0535888671875
196608,599.2278128370573,1.0,8.045044,100.0,20.4799,-1.0,0.95458984,2.0,0.44015756,0.8515548,0.027512435,0.013723231,0.013789204,1.506676,0.019775390625,0.055419921875
204800,606.5258578275617,1.0,8.152344,100.0,20.793549,-1.0,0.9622803,2.0,0.4269579,0.8573676,0.021482043,0.013658231,0.007823812,1.4768376,0.0167236328125,0.0562744140625
