timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,87.00765442500585,1.0,9.992116,100.0,22.695028,-1.0,0.040735874,1.0,0.93672144,0.043159354,0.06280929,0.064872265,-0.0020629698,1.6091859,0.4191852825229961,0.45992115637319314
16384,725.9130225351231,1.0,10.8539095,100.0,24.024591,-1.0,0.03223594,1.0,0.9345836,0.03495615,0.042993918,0.051210735,-0.008216815,1.6079237,0.42112482853223593,0.453360768175583
24576,710.7854080933299,1.0,11.131847,100.0,24.386686,-1.0,0.03853296,1.0,0.93269354,0.03744,0.030191343,0.045408912,-0.015217565,1.6036975,0.41643454038997213,0.45496750232126276
32768,714.9718825802474,1.0,11.156131,100.0,24.35473,-1.0,0.051122624,1.0,0.9319569,0.054587346,0.027320951,0.046196412,-0.018875461,1.5941718,0.4100172711571675,0.46113989637305697
40960,712.5970419075165,1.0,11.502279,100.0,24.905792,-1.0,0.075783476,1.0,0.9281667,0.07837732,0.015709644,0.033811845,-0.0181022,1.5847864,0.3957264957264957,0.47150997150997154
49152,705.166456322558,1.0,11.547692,100.0,25.047197,-1.0,0.11502959,1.0,0.9251381,0.11642326,0.015474218,0.035468496,-0.019994281,1.5531241,0.3770414201183432,0.49207100591715974
57344,696.6896863532273,1.0,11.845496,100.0,25.393873,-1.0,0.13698916,1.0,0.92177325,0.14318232,0.011315817,0.028019723,-0.016703906,1.5340807,0.365721434528774,0.5027105921601335
65536,706.1350318846233,1.0,12.0682745,100.0,25.659374,-1.0,0.17365491,1.0,0.91508275,0.17714494,0.007943861,0.023589706,-0.015645845,1.4831411,0.3469387755102041,0.5205936920222635
73728,699.7318489021427,1.0,12.204166,100.0,25.863665,-1.0,0.21516667,1.0,0.90657043,0.21564388,0.0077513666,0.021071868,-0.013320502,1.4473791,0.3265,0.5416666666666666
81920,687.888434056903,1.0,12.41608,100.0,26.22188,-1.0,0.24656068,1.0,0.8981534,0.24617207,0.010608879,0.018067438,-0.0074585597,1.4271381,0.31045551819015593,0.5570162029960257
90112,695.6933292422907,1.0,12.713557,100.0,26.677696,-1.0,0.2746848,1.0,0.88864213,0.27138397,0.011363365,0.015856886,-0.0044935206,1.359931,0.29522595268451624,0.5699107522311943
98304,696.2015265084397,1.0,12.984958,100.0,27.161005,-1.0,0.30218318,1.0,0.8788458,0.2967767,0.01011025,0.010864417,-0.0007541671,1.3060427,0.2807507987220447,0.5829339723109691
106496,696.6030604300457,1.0,13.347788,100.0,27.729708,-1.0,0.32503772,1.0,0.8685219,0.31545755,0.01412531,0.01005583,0.00406948,1.2607489,0.26747109100050276,0.5925087983911513
114688,706.0486673435415,1.0,13.747437,100.0,28.348541,-1.0,0.35620117,1.0,0.8540034,0.34302697,0.011553019,0.009368836,0.0021841836,1.2519058,0.25,0.606201171875
122880,702.8466419701604,1.0,14.278442,100.0,29.101398,-1.0,0.38378906,1.0,0.83877057,0.36725742,0.011891352,0.0070843343,0.0048070177,1.2083062,0.2335205078125,0.6173095703125
131072,691.0447990699544,1.0,14.695801,100.0,29.741056,-1.0,0.4227295,1.0,0.81767344,0.40156186,0.014545139,0.0074822493,0.0070628896,1.1784526,0.2122802734375,0.635009765625
139264,697.0871449760987,1.0,15.197388,100.0,30.414085,-1.0,0.45300293,1.0,0.7985511,0.4280174,0.0098509565,0.0060946452,0.0037563108,1.1303161,0.1949462890625,0.64794921875
147456,718.4338367684567,1.0,15.6484375,100.0,31.001343,-1.0,0.4822998,1.0,0.7782311,0.45298356,0.011996634,0.0061035603,0.005893074,1.1687818,0.177978515625,0.6602783203125
155648,707.5904245152706,1.0,16.158936,100.0,31.650362,-1.0,0.515625,1.0,0.7530861,0.4820596,0.0124833565,0.0066402787,0.005843078,1.1015127,0.15869140625,0.67431640625
163840,698.4256189346172,1.0,16.636353,100.0,32.27763,-1.0,0.54211426,1.0,0.7303305,0.5055529,0.008727495,0.0065104165,0.0022170793,1.0785356,0.142578125,0.6846923828125
172032,700.5975630519159,1.0,17.16101,100.0,32.920914,-1.0,0.5704346,1.0,0.70549595,0.5294599,0.00907087,0.0069481814,0.0021226876,1.1443541,0.1263427734375,0.69677734375
180224,704.7934166870712,1.0,17.609985,100.0,33.47441,-1.0,0.5953369,1.0,0.6819325,0.5498931,0.012137703,0.005874746,0.006262956,1.0251255,0.112060546875,0.7073974609375
188416,699.7650101144919,1.0,17.97107,100.0,33.936848,-1.0,0.6196289,1.0,0.656321,0.5711396,0.011127807,0.0074325046,0.003695302,1.0228999,0.0975341796875,0.7171630859375
196608,706.3221839993578,1.0,18.535889,100.0,34.528492,-1.0,0.6364746,1.0,0.6352116,0.5849941,0.008821806,0.0068164626,0.0020053438,1.0264258,0.0860595703125,0.7225341796875
204800,706.5133722758958,1.0,19.055908,100.0,35.070625,-1.0,0.65283203,1.0,0.6136323,0.5984691,0.010194149,0.005791854,0.0044022948,1.0233945,0.074951171875,0.727783203125
212992,699.6123122198055,1.0,19.532715,100.0,35.596146,-1.0,0.67407227,1.0,0.5858617,0.61325705,0.011461283,0.006709461,0.0047518215,1.0402347,0.061767578125,0.73583984375
221184,706.7873800136491,1.0,19.874634,100.0,36.003124,-1.0,0.6907959,1.0,0.56225973,0.6255455,0.010382738,0.006365362,0.004017376,0.9704892,0.05126953125,0.7420654296875
229376,697.3955157776383,1.0,20.236206,100.0,36.44756,-1.0,0.7056885,1.0,0.53984493,0.63624346,0.010665888,0.007331688,0.0033342007,0.9982499,0.0418701171875,0.74755859375
237568,696.8851363713795,1.0,20.538696,100.0,36.797134,-1.0,0.71813965,1.0,0.5189505,0.64609563,0.011262748,0.008369949,0.0028927992,0.98992,0.033447265625,0.7515869140625
245760,699.461275709011,1.0,20.867798,100.0,37.193333,-1.0,0.7258301,1.0,0.50367475,0.6520402,0.009579275,0.0074564433,0.0021228322,1.0354676,0.02734375,0.753173828125
253952,704.8331319059711,1.0,21.113647,100.0,37.481083,-1.0,0.7357178,1.0,0.48548627,0.6581074,0.009211128,0.008117239,0.0010938884,0.9989395,0.0206298828125,0.75634765625
262144,697.4115678645891,1.0,21.355225,100.0,37.765762,-1.0,0.7426758,1.0,0.47103095,0.6632507,0.0078837,0.007350522,0.00053317845,1.0288004,0.015380859375,0.758056640625
270336,696.6448099383991,1.0,21.493408,100.0,37.962357,-1.0,0.74694824,1.0,0.46066245,0.6657378,0.009203562,0.007231981,0.0019715803,1.0516734,0.0115966796875,0.758544921875
278528,698.4118057210892,1.0,21.700562,100.0,38.17956,-1.0,0.748291,1.0,0.45567384,0.66676545,0.010649416,0.007201876,0.0034475399,1.0120971,0.0096435546875,0.7579345703125
286720,694.2434909479435,1.0,21.806885,100.0,38.293877,-1.0,0.7515869,1.0,0.44872314,0.66876817,0.009675422,0.007733293,0.0019421284,0.9465998,0.00732421875,0.7589111328125
294912,708.9995230311768,1.0,21.946533,100.0,38.41433,-1.0,0.7524414,1.0,0.446606,0.67004234,0.00883084,0.007876898,0.0009539413,0.9960681,0.006591796875,0.759033203125
303104,707.2836894075474,1.0,21.649658,100.0,38.207607,-1.0,0.7562256,1.0,0.442519,0.6736565,0.012577318,0.009391399,0.0031859193,1.026848,0.0057373046875,0.761962890625
311296,703.0765350880424,1.0,21.51587,100.0,38.126328,-1.0,0.75805664,1.0,0.44117707,0.6759969,0.009072725,0.008151168,0.00092155504,1.0279241,0.005615234375,0.763671875
319488,700.5282436646615,1.0,21.236328,100.0,37.955143,-1.0,0.7602539,1.0,0.43932915,0.6795599,0.010324003,0.008188731,0.0021352717,1.0102726,0.00537109375,0.765625
327680,701.5145166120863,1.0,21.117676,100.0,37.88972,-1.0,0.7615967,1.0,0.43825245,0.68170196,0.011679093,0.007388088,0.0042910054,0.9692131,0.0052490234375,0.766845703125
335872,702.7101435406836,1.0,20.779663,100.0,37.643517,-1.0,0.7661133,1.0,0.43468305,0.6862589,0.011939644,0.00889265,0.003046994,0.9998379,0.0048828125,0.77099609375
344064,679.0130941439458,1.0,20.694458,100.0,37.59069,-1.0,0.76782227,1.0,0.43363214,0.6888093,0.010469174,0.007194473,0.0032747015,1.0110885,0.0048828125,0.772705078125
352256,680.5284737579013,1.0,20.228271,100.0,37.22979,-1.0,0.77319336,1.0,0.4302685,0.6947927,0.01377996,0.009788352,0.0039916076,0.97718096,0.0048828125,0.778076171875
360448,676.9660806675456,1.0,19.770874,100.0,36.87466,-1.0,0.7786865,1.0,0.42644498,0.7007053,0.012349863,0.010033825,0.0023160374,0.9732224,0.0047607421875,0.783447265625
368640,655.9860599991641,1.0,19.432007,100.0,36.57723,-1.0,0.7816162,1.0,0.4242283,0.70323646,0.013618614,0.0073789256,0.0062396885,0.9951085,0.004638671875,0.7862548828125
376832,679.4589774210859,1.0,19.015991,100.0,36.21892,-1.0,0.78674316,1.0,0.4204897,0.7080637,0.01153631,0.008786339,0.0027499704,0.926776,0.0045166015625,0.791259765625
385024,682.6871208385273,1.0,18.833496,100.0,36.0731,-1.0,0.7874756,1.0,0.41940758,0.7094667,0.010692889,0.008170977,0.0025219123,0.9842241,0.0042724609375,0.791748046875
393216,675.6788351334038,1.0,18.928833,100.0,36.1571,-1.0,0.7871094,1.0,0.4199491,0.70957875,0.008416975,0.007089291,0.0013276848,0.95118904,0.00439453125,0.79150390625
401408,674.7630543048374,1.0,18.738525,100.0,35.97893,-1.0,0.7885742,1.0,0.41865242,0.71015304,0.010680076,0.008787759,0.0018923174,1.0008087,0.0042724609375,0.7928466796875
409600,667.0431665052013,1.0,18.756714,100.0,36.01439,-1.0,0.7894287,1.0,0.41718525,0.71125954,0.009953445,0.0075293006,0.0024241451,0.94162446,0.00390625,0.7933349609375
417792,668.6687382840989,1.0,18.454468,100.0,35.736473,-1.0,0.7923584,1.0,0.4157251,0.71454036,0.011293367,0.008672092,0.0026212737,0.9344527,0.004150390625,0.7965087890625
425984,674.3397478264153,1.0,18.330444,100.0,35.615593,-1.0,0.79260254,1.0,0.41643363,0.715112,0.013967828,0.008644383,0.005323446,0.9274139,0.0045166015625,0.797119140625
