timestep,fps,ep_len_min,ep_len_mean,ep_len_max,ep_len_std,return_min,return_mean,return_max,return_std,disc_return_mean,total_loss,value_loss,actor_loss,entropy,min_return_rate,max_return_rate
8192,69.64382128973993,1.0,16.409664,100.0,28.605515,-1.0,0.006302521,1.0,0.9359544,-0.0033106143,0.05242601,0.0533154,-0.00088939175,2.3019955,0.43487394957983194,0.4411764705882353
16384,682.6209476150193,1.0,17.055315,100.0,29.1439,-1.0,0.014099783,1.0,0.9331313,0.0015758155,0.040829323,0.041511673,-0.0006823479,2.301278,0.4284164859002169,0.44251626898047725
24576,668.6396037980497,1.0,17.783096,100.0,30.129004,-1.0,-0.0007479432,1.0,0.92864305,-0.0068101236,0.035763677,0.036869064,-0.0011053844,2.3011334,0.43156320119670905,0.43081525804038895
32768,672.0778283004896,1.0,17.924444,100.0,30.219215,-1.0,-0.0033333334,1.0,0.9309433,-0.005428403,0.034907665,0.03911903,-0.004211369,2.2997637,0.435,0.43166666666666664
40960,679.2960487641799,1.0,17.691196,100.0,29.892693,-1.0,0.013578624,1.0,0.9323549,0.012110238,0.027713284,0.037015595,-0.0093023125,2.2964334,0.42794568550153306,0.44152431011826543
49152,672.6619727058866,1.0,17.981434,100.0,30.186419,-1.0,0.023765318,1.0,0.9310582,0.021964086,0.020777803,0.030457212,-0.009679406,2.2886417,0.421834385443743,0.4455997029335314
57344,674.3626575311681,1.0,18.036919,100.0,30.249554,-1.0,0.033418205,1.0,0.93033797,0.033690024,0.021228235,0.031135025,-0.00990679,2.2806013,0.41661362189688095,0.45003182686187143
65536,661.4828114134531,1.0,17.851688,100.0,30.000284,-1.0,0.05932436,1.0,0.92971724,0.058863178,0.017679784,0.02965018,-0.011970397,2.263546,0.4042845372150508,0.4636088986542159
73728,666.8649492512103,1.0,17.978159,100.0,30.199472,-1.0,0.08,1.0,0.9270205,0.07957111,0.016957572,0.024377747,-0.007420172,2.2274618,0.39288343558282207,0.4728834355828221
81920,674.5660411170766,1.0,18.118105,100.0,30.378565,-1.0,0.103425264,1.0,0.9235583,0.099302486,0.009354532,0.02025759,-0.0109030595,2.2133906,0.38011565836298933,0.4835409252669039
90112,675.1359614124243,1.0,18.46119,100.0,30.782923,-1.0,0.12510322,1.0,0.91912735,0.118588045,0.0070312684,0.015263247,-0.008231979,2.1679394,0.3676713459950454,0.49277456647398843
98304,670.9012986744698,1.0,18.534685,100.0,30.935156,-1.0,0.14992419,1.0,0.91553956,0.14235339,0.008289125,0.019154005,-0.010864879,2.141252,0.3553828658074299,0.5053070507960576
106496,664.4531409998866,1.0,18.735659,100.0,31.201077,-1.0,0.17669971,1.0,0.9092745,0.16341661,0.0076737534,0.0129817445,-0.005307991,2.1314516,0.3406515580736544,0.5173512747875354
114688,670.6799182263965,1.0,18.925133,100.0,31.508755,-1.0,0.20069721,1.0,0.9028468,0.18453197,0.0073906938,0.013232039,-0.0058413455,2.0627098,0.32735723771580344,0.5280544488711819
122880,672.3352967134529,1.0,19.214521,100.0,31.896269,-1.0,0.22442244,1.0,0.8950529,0.20208918,0.0048998888,0.009087639,-0.0041877492,2.0411363,0.31353135313531355,0.5379537953795379
131072,666.1529023713886,1.0,19.586864,100.0,32.345173,-1.0,0.24030659,1.0,0.8888271,0.21535625,0.006625062,0.008794034,-0.002168972,2.0006452,0.30372708145476407,0.5440336639615269
139264,663.9152945839326,1.0,19.883451,100.0,32.720634,-1.0,0.2585044,1.0,0.88180774,0.23022363,0.009402513,0.008631077,0.0007714358,1.9421891,0.29295249031146836,0.5514568680924358
147456,660.4572645720068,1.0,20.200523,100.0,33.09116,-1.0,0.27552986,1.0,0.8746348,0.24318856,0.009372071,0.0076944395,0.0016776333,1.8502201,0.2826864849986237,0.5582163501238646
155648,664.2861294704685,1.0,20.40652,100.0,33.362705,-1.0,0.29397845,1.0,0.8677062,0.258369,0.006049377,0.009208631,-0.0031592525,1.8896642,0.2726794635813831,0.5666579016565869
163840,668.5184737225684,1.0,20.605001,100.0,33.61953,-1.0,0.30925623,1.0,0.8606413,0.27097434,0.011871278,0.007146604,0.004724674,1.8517666,0.26354337668897587,0.5727995959085743
172032,674.4204747292862,1.0,20.898438,100.0,33.94757,-1.0,0.3251953,1.0,0.8530792,0.2845951,0.009038009,0.008222499,0.0008155091,1.8397219,0.254150390625,0.579345703125
180224,663.2185928378564,1.0,21.106567,100.0,34.264957,-1.0,0.35498047,1.0,0.83966863,0.3103596,0.012093843,0.0074630575,0.004630786,1.7697444,0.238037109375,0.593017578125
188416,666.3488046443391,1.0,21.447876,100.0,34.719044,-1.0,0.38635254,1.0,0.82251894,0.3377446,0.014735881,0.007129044,0.0076068365,1.7130241,0.2197265625,0.6060791015625
196608,669.0791809053162,1.0,21.634766,100.0,35.022194,-1.0,0.41552734,1.0,0.8067362,0.3634657,0.009702864,0.00667394,0.0030289243,1.7280619,0.2039794921875,0.6195068359375
204800,668.5893043148836,1.0,21.93396,100.0,35.363186,-1.0,0.44262695,1.0,0.7895678,0.3853552,0.010421133,0.0057460936,0.004675038,1.7224239,0.1883544921875,0.6309814453125
212992,673.3681358086477,1.0,22.176758,100.0,35.704372,-1.0,0.4744873,1.0,0.76790696,0.4120099,0.010563126,0.0071203327,0.0034427934,1.7465613,0.170166015625,0.6446533203125
221184,670.3551510103534,1.0,22.44629,100.0,36.040104,-1.0,0.49853516,1.0,0.7496729,0.4317799,0.011013243,0.0066345325,0.0043787104,1.6974331,0.156005859375,0.654541015625
229376,672.820429850544,1.0,22.825562,100.0,36.462368,-1.0,0.5258789,1.0,0.72773874,0.45404598,0.01011023,0.006353408,0.0037568226,1.6743526,0.14013671875,0.666015625
237568,668.9517572304968,1.0,23.076782,100.0,36.792007,-1.0,0.55126953,1.0,0.7064562,0.4748971,0.010624833,0.0062133567,0.0044114767,1.6530685,0.1258544921875,0.6771240234375
245760,665.8726462744006,1.0,23.341309,100.0,37.14901,-1.0,0.5782471,1.0,0.6814223,0.49765432,0.00828048,0.006556754,0.0017237266,1.595983,0.1102294921875,0.6884765625
253952,675.5590995633055,1.0,23.532593,100.0,37.438225,-1.0,0.60583496,1.0,0.65478265,0.5197724,0.009243936,0.00650628,0.0027376565,1.6800107,0.094970703125,0.7008056640625
262144,671.2551165130758,1.0,23.858643,100.0,37.801643,-1.0,0.6269531,1.0,0.6316027,0.53590053,0.008809562,0.0065918616,0.0022176998,1.7388909,0.08251953125,0.70947265625
270336,673.1314493306337,1.0,24.063843,100.0,38.077637,-1.0,0.6477051,1.0,0.60850066,0.55351496,0.010503664,0.0072895465,0.0032141162,1.6388954,0.071044921875,0.71875
278528,673.5917701671697,1.0,24.168701,100.0,38.317368,-1.0,0.66845703,1.0,0.58291185,0.57070965,0.013366109,0.007134228,0.0062318807,1.6867582,0.05908203125,0.7275390625
286720,670.5522505864254,1.0,24.34143,100.0,38.563297,-1.0,0.6796875,1.0,0.5676307,0.580089,0.008790378,0.0060733305,0.0027170475,1.602687,0.05224609375,0.73193359375
294912,669.5031858442567,1.0,24.485474,100.0,38.763382,-1.0,0.6937256,1.0,0.5478293,0.58994013,0.009816658,0.006011821,0.003804837,1.6159184,0.0438232421875,0.737548828125
303104,661.9033987784707,1.0,24.735718,100.0,39.04779,-1.0,0.70422363,1.0,0.529908,0.59912837,0.012654056,0.006062339,0.006591716,1.6671779,0.0362548828125,0.740478515625
311296,664.7991981175901,1.0,24.805908,100.0,39.19796,-1.0,0.7125244,1.0,0.51727897,0.60584295,0.01436506,0.006939248,0.007425813,1.5838407,0.0313720703125,0.743896484375
